scenario,year,B,C,I,E,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage
1987acaa,1987,a,c,a,a,min,0.1,2035,-0.0,2.7740905395249917e-11,889129907548.4453,,130.95481925611256,-0.0,300000000.00003666,0.5856580860430276,307.1547802795467,0.0,,761647.7139600192,330512.3239988222,1044423.0644624447,40121.300129146024,62183.51783150828
1987acaa,1987,a,c,a,a,max,0.1,2035,23.056739506765254,5.458386484960005e-07,965243470333.981,-15.08638145271011,0.9164305461550158,645724452.2259083,300000000.00137657,0.08954782327553965,392.30507671785415,171931.73602185215,0.8415294999363346,697243.6330724829,445423.9307837876,1245516.9883202822,40121.30002277631,1045299.8111237097
1987acaa,1987,a,c,a,a,min,0.02,2040,8.082047806025214,269.3743408325411,1017435663472.6969,-6.649443528964228,1.4587058940716335,369013147.3796123,499999996.65243196,130311035.63556206,509.12763495717314,65542.65184665384,0.7182612508929971,1070785.5615102535,433100.10182657884,1647779.9370030183,31807.956630776433,2436995.064490546
1987acaa,1987,a,c,a,a,max,0.02,2040,24.151448998747846,252.71517298336542,1018678452038.3336,-31.08628489603397,3.0071087667586194,2262954276.078191,499999999.9711337,148997518.99292523,623.4647077886322,192613.77748998703,0.7428642140634809,861704.2873587215,472194.17771211895,1813212.0388962135,31807.900072789405,2583015.0454478506
1987acaa,1987,a,c,a,a,min,0.05,2040,5.78365102539319,192.76899883964126,1044419990371.6967,-3.0539903825364916,1.0278328579861264,190746655.51931232,500000004.19832444,118926893.47457421,512.5499644791258,44772.22380703117,0.7524513850629374,1083684.5316715294,472970.6852601855,1794292.1424729333,31808.153244495938,2176866.213756425
1987acaa,1987,a,c,a,a,max,0.05,2040,34.83308392190871,177.82481873081105,1047070093440.4792,-23.15195613052759,1.9583273851915368,2148699587.770628,499999999.8861667,176514174.1687835,683.2227459683493,268256.56250602205,0.7753275935783559,864251.1930347484,538423.983437171,2026953.259456844,31807.900985926375,2271184.666207456
1987acaa,1987,a,c,a,a,min,0.1,2040,4.398107131611085,146.5863194202475,1089393031205.106,-1.4324472618039212,0.8442071732223715,121512694.69937816,500000203.8781409,101888938.22856209,500.1194406121607,33439.489641171815,0.7661101122380457,1070755.9727756048,490279.17161760933,1815123.7578476926,56082.68708202983,851454.6060039753
1987acaa,1987,a,c,a,a,max,0.1,2040,47.991266491107794,125.21892993692127,1094395382496.9271,-17.598166890888002,1.201486628224588,1817409326.6717536,499999999.9866505,193022781.31921422,764.1178705757613,357679.707765893,0.807132594281419,873560.1864542275,586369.8684865009,2241027.166826211,31807.90007494645,2567451.0134991584
1987acaa,1987,a,c,a,a,min,0.02,2045,6.910214049526521,132.83423450641865,928840747347.5667,,64.82909059447499,13965264658.897205,653567151.0375285,167666533.54137903,663.894050474771,65536.62357371842,0.6141754726568769,1021140.4626039562,425044.3310781219,1645709.9537184993,31807.9003981591,2442537.8050297652
1987acaa,1987,a,c,a,a,max,0.02,2045,19.664564652443183,15.34929066891255,931254183504.4822,-194278.75325224354,12340.811069869791,7411542803736.939,647768062.707367,195057824.86011982,743.2838403786734,192697.57921016667,0.603845585552427,812612.5842266963,464458.63147888315,1813467.5660427473,32248.672973346755,3283871.5287189395
1987acaa,1987,a,c,a,a,min,0.05,2045,5.583852007655546,26.078983870646276,951826134445.043,,64.48159113382754,11384129105.5895,659287450.0436426,150631622.5511485,663.2489621939394,44771.07785187421,0.7264761829105043,1034039.4141385081,464914.93224169256,1792222.271697576,31807.900524599267,2186754.984797991
1987acaa,1987,a,c,a,a,max,0.05,2045,27.939039228001466,5.7634378893751515e-05,977611272377.6287,0.0,63.98651270460627,54126239464.04916,607028324.6514721,192740415.4732045,676.9328656865358,268256.5275156819,0.618949875665767,814606.1018909609,530371.2854703204,2024883.522949263,31807.900108569793,3677434.4801758262
1987acaa,1987,a,c,a,a,min,0.1,2045,4.58160652849607,1.0969930756562875e-06,979642658035.5637,,64.33976491649322,9555369825.26875,643596008.8614811,130197187.86273223,643.5960091318649,33431.87909754344,0.798255708233609,1021110.3353335338,482220.52829846734,1813051.1120966368,56081.18948625754,869597.2981003332
1987acaa,1987,a,c,a,a,max,0.1,2045,37.180489753190926,2.2929240620873548e-05,1021185233434.2585,0.0,61.88614635826211,69756767202.36807,557239809.4823534,193319581.85937065,680.1177828824474,357679.70695861586,0.6212734573983277,823915.1005944395,578317.1714734696,2238957.4447380975,31807.900199598225,3931444.566847969
1987acaa,1987,a,c,a,a,min,0.02,2050,5.606815942707663,186.87517537037306,863387387778.6329,,64.98471956995922,11527063929.914133,735411161.1942205,184870299.4139853,743.6913904027845,65536.62357371842,0.4983302698052518,972654.5644116241,411233.790687823,1621666.967706783,31807.900105145436,2474739.9229663876
1987acaa,1987,a,c,a,a,max,0.02,2050,18.56122953551822,153.42801865471608,868847701248.3715,-55.11849128202453,3.4907025892904464,2004874185.2323098,708351448.632702,204793196.74824086,755.579156642144,168016.14526681488,0.6478970906953792,764910.2698035159,453950.12735227094,1809377.9192354125,32245.95296007688,3258256.8988071014
1987acaa,1987,a,c,a,a,min,0.05,2050,4.70515764342105,142.20652965363752,883278558183.0615,,64.6403505770955,9687776528.722002,712335788.1913512,177118353.0791438,715.5246300293311,44771.0778518742,0.6121553651669716,983799.0077007785,450965.6330548042,1764456.5069499135,31807.900090902993,2219516.857442757
1987acaa,1987,a,c,a,a,max,0.05,2050,29.259419039824845,83.10641036297808,898066019013.8535,-28.24031983804098,1.7633593750646768,1595029848.3895562,680697231.8076563,203521328.69726273,734.3819167432277,217956.6962672495,0.78415679072299,766397.881295247,521005.2359354197,2022317.8896173998,31807.900817555987,3774643.5340009946
1987acaa,1987,a,c,a,a,min,0.1,2050,4.264822698626935,109.13536656969043,908224305963.6893,,64.2922200572148,8930365595.794073,688621511.73534,163124633.5179547,689.3690345587964,33431.87909754344,0.7430622954216737,970869.9298320658,468271.2294024782,1785285.351239568,56081.190001726136,912639.0208878525
1987acaa,1987,a,c,a,a,max,0.1,2050,48.172549132972335,12.31094876632965,944245414082.1692,-21.456260563333856,1.254090067700173,1943189000.5485907,664836709.1849434,205004076.31706002,820.1137989040625,335402.44014033576,0.8228235118066164,781133.6990871121,578396.5829063766,2257969.4519921313,31807.90011324365,3949210.0986873675
1987aaba,1987,a,a,b,a,min,0.02,2025,-0.0,7.717960692226889e-06,991580877419.8564,,61.3068044630073,-0.0,0.0,0.5765672430381161,7.154781507109374,0.0,,387079.1076108921,61927.040223397955,402086.0118229306,99790.10024955362,0.30394621980422926
1987aaba,1987,a,a,b,a,max,0.02,2025,3.8294689835185367,2.3850234414792737e-07,1006433083625.9626,-14.336458046241175,0.8731169419021414,108748079.18286656,-11.375573952034731,0.022863310439189648,7.1547800179790935,24813.3437655716,0.999655890253048,400119.81460295036,81366.39163167588,409961.4944020497,99790.10000900524,0.00944422117908998
1987aaba,1987,a,a,b,a,min,0.05,2025,-0.0,4.847225003861897e-06,991616593350.1008,,61.30584802122822,-0.0,0.0,0.3450568438444197,7.154780901561249,0.0,,387079.34850531793,61927.42284876575,402085.2509239123,99790.10014830632,0.1419682003544633
1987aaba,1987,a,a,b,a,max,0.05,2025,9.176533829195522,2.6324835419662657e-07,1028743176611.1609,-12.839187648859689,0.6573193576864573,186908815.40388685,-93.80249132568666,0.05133265027609878,7.154780288503198,59452.23317183729,0.999787638656157,417741.36910378456,107737.28694953531,421067.8876452893,99790.10002128645,0.02362975431889889
1987aaba,1987,a,a,b,a,min,0.1,2025,-0.0,2.185365060812386e-06,991559740417.9967,,61.314173780600306,-0.0,0.0,0.15271372249845838,7.15478035883877,0.0,,387079.33123636263,61927.40543024214,402085.32688255084,99790.10006281089,0.07938424600856508
1987aaba,1987,a,a,b,a,max,0.1,2025,17.103956546059326,9.196301778986229e-07,1065926664920.8099,-11.871261010117715,0.5092109002508918,269240587.03966963,-1.8320839301873821,0.14238982775639686,49.39355614651415,110822.62986998052,0.9996901151581357,455774.77004060923,133654.15252184833,438268.0386095508,99790.10005506453,0.07453355982286398
1987aaba,1987,a,a,b,a,min,0.02,2030,-0.0,9.478479688309417,966802883481.0723,,92.43936359947845,-0.0,25000000.28839841,202.95270207949602,32.15511054644338,0.0,,598202.2763893128,220351.31263555985,719971.2477040226,76584.07826285514,4023.4065679992655
1987aaba,1987,a,a,b,a,max,0.02,2030,5.488952573713991,3.4466950446013554e-07,982556455174.612,-18.032216738513856,1.4365346763875282,241850941.211544,25000000.00003348,0.0246073971376113,32.154780014058105,41007.02267949884,0.8456204464323902,600533.4716838208,249669.1106885143,741582.8237233767,76584.00001084378,100331.5617802753
1987aaba,1987,a,a,b,a,min,0.05,2030,-0.0,9.474581810037401,966732675500.1497,,92.43576608037003,-0.0,25000000.000022583,0.3433541822184789,32.15478076034321,0.0,,598190.5429174571,220357.49597787793,719974.5140786947,76584.00014453582,4108.054822140935
1987aaba,1987,a,a,b,a,max,0.05,2030,11.404546717078578,1.1086835913052922e-06,1006315939286.3942,-14.724784660075514,0.8780354045108126,321005320.4965929,25000000.00003828,0.10177579195053488,59.24226107863536,81054.93625392161,0.8960189549064185,604222.2596761658,291068.7928512015,762413.0201116704,76584.00004246428,211042.51304801597
1987aaba,1987,a,a,b,a,min,0.1,2030,-0.0,9.474627005535927,966724108169.5676,,92.43570818747854,-0.0,25000000.0000165,0.2902651103748797,32.154780413774695,0.0,,598190.5755971327,220357.50352272426,719974.4511479498,76584.00013402924,4107.8980122439
1987aaba,1987,a,a,b,a,max,0.1,2030,19.927331612631328,4.800173030729404e-07,1045920946794.3972,-14.145130502985351,0.8008869588872385,522123363.4503571,24999999.999882832,0.04508711872196862,113.8205025576437,132096.2029276575,0.9678328686574491,617840.0412257916,342318.59057303116,795215.2264933549,76584.00001944264,63899.690001866176
1987aaba,1987,a,a,b,a,min,0.02,2035,-0.0,756.1550966366914,954877453821.8379,,111.87571940055403,-0.0,75000000.00002581,0.42792031750921716,173.15089751122582,0.0,,797674.5965240926,328629.39266446326,1030464.7046691556,40121.3002123634,32969.76053325361
1987aaba,1987,a,a,b,a,max,0.02,2035,17.007362590068677,157.1788388622308,971685502227.2336,-32.936510602503674,3.5977461973657325,1927714840.0538611,74999999.91811429,1.0931830369329836,169.33710027822667,135672.37304243218,0.7598994228425652,859737.9198878005,436537.4782205538,1270746.4258175206,40121.30062758343,1524518.2257707778
1987aaba,1987,a,a,b,a,min,0.05,2035,-0.0,756.1551790997228,954972383778.3506,,111.87488272663238,-0.0,75000000.00026129,4.289523550983198,173.15082448157176,0.0,,797671.04216578,328635.84613725555,1030475.6089433132,40121.30215368577,33024.83740278547
1987aaba,1987,a,a,b,a,max,0.05,2035,26.61836928320341,60.71188986538786,997044597579.6831,-19.98246547171877,1.7592960175962222,1453345374.6018796,74999999.98905352,0.594259377558989,212.25731357851473,205250.30786883098,0.7913154597930949,819267.871605751,521917.32784543687,1355111.8182092183,40121.300280107585,1688526.2375889954
1987aaba,1987,a,a,b,a,min,0.1,2035,-0.0,756.1544313198036,954251563937.5361,,111.87489659502815,-0.0,75000000.00003174,0.5354359025335502,173.15070481942425,0.0,,797670.3616231412,328635.9399626802,1030475.9632868298,40121.30029811125,33025.91254450689
1987aaba,1987,a,a,b,a,max,0.1,2035,37.06157641849133,29.994400892320648,1039259364951.9393,-15.840615515939312,1.1620110146563583,1341165859.4102104,74999999.98811921,0.036829693961176274,272.84000255637784,280405.2380893111,0.8120756065121032,809634.0286170924,582771.4389249774,1498183.464055481,40121.30001929849,2251902.460808193
1987aaba,1987,a,a,b,a,min,0.02,2040,-0.0,3145.4811517318117,1083628987928.2931,,101.0470666770091,-0.0,125000000.00023049,894437.761706111,390.7262292203268,0.0,,766339.2189057447,341743.9772162937,1143377.4428453536,31807.900100575203,43582.6758012933
1987aaba,1987,a,a,b,a,max,0.02,2040,14.370159497027762,2428.9861770714733,1108257138727.5771,0.0,100.60239428774598,46200933434.38781,124999997.97906736,4065601.8495862084,373.71386084853657,135662.8187121206,0.6410558517064819,830881.9654806692,435558.5002595609,1386325.6371031892,31807.913031114094,1764792.0441320813
1987aaba,1987,a,a,b,a,min,0.05,2040,-0.0,3145.4800179258004,1083629815427.7347,,101.04551702214572,-0.0,125000000.01031628,894346.7334219472,390.72541892670944,0.0,,766333.5694561574,341752.34108359035,1143364.369600295,31807.901508857387,43449.409949487264
1987aaba,1987,a,a,b,a,max,0.05,2040,30.74496060115471,1776.7706821039833,1138412454380.1772,-35.522568377975,3.5514092366707732,3518713676.589018,124999999.99940541,5145200.842323616,359.9357428344414,249855.63286732338,0.744237592780697,867226.0014391898,534846.3996193341,1787787.1603414647,31807.900014965715,2199265.5419975696
1987aaba,1987,a,a,b,a,min,0.1,2040,-0.0,3145.4797435180444,1083629808158.2836,,101.04552306590142,-0.0,125000000.00928053,894533.111585083,390.72549854823814,0.0,,766331.2719194235,341752.8141772124,1143364.8709225967,31807.90083000878,43447.62101102233
1987aaba,1987,a,a,b,a,max,0.1,2040,50.934595087794385,1108.1982767486986,1190377114719.9795,-21.837556295078308,1.8317587495813292,2947816407.868116,125000000.00120226,35067469.92736938,409.0030696924739,398128.757651005,0.7725165390171224,943337.3014849791,626619.4256486567,2270158.6721456368,31807.900060369167,3691286.4179709856
1987aaba,1987,a,a,b,a,min,0.02,2045,-0.0,2911.2524597022093,989255114984.3801,,92.45471344105299,-0.0,200000000.00012016,14218685.669173593,363.2875456496475,0.0,,743336.1390480322,355590.9648629994,1296493.024422315,31807.90011619866,71275.0878308448
1987aaba,1987,a,a,b,a,max,0.02,2045,13.171392589099291,2254.684872216878,1018390174115.7283,0.0,92.32608339028405,39916686736.72792,199999999.38684508,26753667.408941865,362.9835608001094,135662.8017950883,0.5869317920608303,813705.4080300123,435831.0089796263,1512811.0408932115,31807.903848179652,1768742.402586741
1987aaba,1987,a,a,b,a,min,0.05,2045,-0.0,2911.249054573807,989256382823.194,,92.45491552018417,-0.0,200000000.00001168,14216662.98450068,363.287427817961,0.0,,743335.3325990683,355579.93855605496,1296533.6068836483,31807.900050226697,71862.7200114899
1987aaba,1987,a,a,b,a,max,0.05,2045,25.98277420160261,1687.2832093166805,1050624563944.9297,0.0,92.11638540378586,77891258384.47443,199999999.93349233,36061728.395052776,362.14812343736116,249855.64242871062,0.6271645202794593,830310.2920771667,528290.2194688325,1830560.12713105,31807.904003797572,2201208.543001151
1987aaba,1987,a,a,b,a,min,0.1,2045,-0.0,2911.251822226554,989256434791.0046,,92.45494557788005,-0.0,200000000.0001387,14216288.927591048,363.2874394722294,0.0,,743333.3364454119,355579.2995764803,1296533.3059629302,31807.90006530565,71859.90347176604
1987aaba,1987,a,a,b,a,max,0.1,2045,42.69887810476704,986.0951824451686,1102755105213.7021,0.0,86.60201924493418,113439670175.796,199999999.89099115,74793755.13916518,426.31495164894085,398123.1936378425,0.6459936665796429,896342.7868643426,619338.0808969173,2273198.459311381,31807.90090462894,6260210.631401285
1987aaba,1987,a,a,b,a,min,0.02,2050,-0.0,2654.9219479848653,906929724005.1165,,83.91090292587188,-0.0,275000000.00007623,100059075.62920028,488.60626166691003,0.0,,709496.6835078533,375846.3209546231,1497259.7341396927,31807.900067580205,119459.72602935188
1987aaba,1987,a,a,b,a,max,0.02,2050,12.874848472023611,1968.5409013209637,931115845502.2004,-70.48262889965977,5.8580361891605195,2488167615.9278746,274988348.39372444,89145272.93033138,449.30674845159507,115736.90566498763,0.6638246080119521,774750.6903342919,435743.0727468339,1745394.3014521182,32045.549274993864,1832083.0971163267
1987aaba,1987,a,a,b,a,min,0.05,2050,-0.0,2654.858877399498,906931306881.9065,,83.91038650640165,-0.0,275000000.0000169,100108745.70120102,488.6956765704353,0.0,,709513.247989624,375856.12796281616,1497276.9782294664,31807.900169892167,120130.2368304451
1987aaba,1987,a,a,b,a,max,0.05,2050,29.811482126965853,1271.3021688433826,963387682456.0222,-38.01175367898669,3.1372785356545223,2967356234.8953376,274999999.99457204,108294495.61600728,457.72912605451154,244431.60025052365,0.7099441328729917,798735.3056276155,528832.1565898226,2223575.2435209043,31807.900169220917,2310759.3910701093
1987aaba,1987,a,a,b,a,min,0.1,2050,-0.0,2654.865359462065,906931311556.138,,83.91040306561126,-0.0,275000000.00032234,100106560.68816161,488.69274622609265,0.0,,709511.8601055791,375855.3963863656,1497275.1698305006,31807.900118722675,120147.95558869299
1987aaba,1987,a,a,b,a,max,0.1,2050,54.10209724808304,420.7693956040902,1016519905358.4641,-26.28222104658776,1.9975307874254096,3388787950.7162704,274999999.42604905,162702917.62916493,557.8230007765695,412381.9433353334,0.7535374816222177,893624.2508305688,621184.2367453326,2824606.7449250584,31807.9004798534,6440173.292132899
1987abba,1987,a,b,b,a,min,0.02,2025,-0.0,6.289012381627134e-07,991558006156.2188,,61.25724820466579,-0.0,0.0,0.05758867187321687,7.154780065154791,0.0,,387520.0015666201,62254.481891773634,407107.689955473,99790.10001846727,0.022098185001450867
1987abba,1987,a,b,b,a,max,0.02,2025,3.81564749582302,2.6644353477570447e-07,1006413262434.7993,-14.337102076054954,0.8727625847294961,108353770.155086,-8.203090887248846,0.04825490399598671,7.154780102596247,24723.66353387945,0.9996608563044486,400900.4095385653,81653.53326461773,413804.93186377245,99790.10001556574,0.01653349839597824
1987abba,1987,a,b,b,a,min,0.05,2025,-0.0,4.039475402721747e-06,991663826596.0837,,61.257165457217816,-0.0,0.0,0.37325949311685874,7.154780819287603,0.0,,387519.9499297126,62254.387054094266,407107.86422179587,99790.10010443653,0.12772258283416316
