scenario,SEQ,SEQCOST,CCCOST,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,co2seq,dac,elec_cap,elec_cf,total_onwind,total_offwind,total_solar
caa,c,a,a,min,0.1,2030,-0.0,5.2474969942525275e-11,941635906170.033,,71.71755073215658,99999999.99991779,0.4368693885223432,0.0,,503540.17644482985,107686.09892243388,940052.2971252014
caa,c,a,a,max,0.1,2030,18.32471836952984,5.53280028341604e-08,1018987613233.4414,-14.636675031391054,0.7163027725848335,59977102.915361345,0.00652999986840882,119810.68213335282,0.9863903747481017,592455.0282516938,179419.03689015238,1125395.932379839
caa,c,a,a,min,0.02,2035,-0.0,6.690973222616256e-11,865189356537.8586,,106.30492747949243,300000000.00009,0.4213884995072538,0.0,,627567.3285280684,204789.26595732788,1326336.831647531
caa,c,a,a,max,0.02,2035,7.033530486809533,42.55371618111727,880611974925.6396,-21.758077139782706,1.70006429459407,300000000.0026843,0.011852927299259871,52757.19331059012,0.8266668045850416,623120.3624092278,218595.04368896523,1430894.3363748146
caa,c,a,a,min,0.05,2035,-0.0,3.0754766725001934e-11,865189360886.7415,,106.30493529229005,300000000.00005734,0.281507268646777,0.0,,627566.3163936355,204788.98132821632,1326341.1322186338
caa,c,a,a,max,0.05,2035,13.031316916368556,8.961057185742935e-07,903905932100.0842,-16.194910598853433,0.8850207883808704,300000000.04368,0.10145746349383059,95044.22113903737,0.8597424308279951,622478.279592598,253482.40160213975,1525815.6216966384
caa,c,a,a,min,0.1,2035,-0.0,5.6901514576946483e-11,865189362128.3196,,106.30492692914135,300000000.0001058,0.4915422077645053,0.0,,627566.7991110673,204789.03326964995,1326338.7406147053
caa,c,a,a,max,0.1,2035,21.22500186721708,2.453713545207213e-07,942472465535.6506,-15.785421532861053,0.8316007714884966,276801550.4061767,0.03799425755140487,153221.58418102565,0.8762091819493975,620712.935954002,300020.43135434814,1637845.7461417138
caa,c,a,a,min,0.02,2040,4.209424654547145,140.30012354193497,978187661580.7087,-4.823866741182565,1.1140207087706364,500000000.3341785,22293972.707644448,36062.57371257391,0.6799094126995477,940967.0995080782,324648.64773112186,1797931.4065254861
caa,c,a,a,max,0.02,2040,21.275500551744567,195.5490034550156,979406384740.6046,-29.858290385824798,2.4843745802074135,499999999.9994095,84916831.05650473,180411.5652180648,0.6981251210380999,811583.9580719945,350904.11097188725,2183212.277454284
caa,c,a,a,min,0.05,2040,2.168117944904101,72.26337109691349,1004127994533.1995,-3.595890059224012,0.9848827487065123,500000000.0054812,25434597.730363075,18290.10137300694,0.69048114352689,965030.3237288013,335336.12278536963,1876177.9352155752
caa,c,a,a,max,0.05,2040,31.07531212117216,100.8616198817756,1007238332729.3252,-20.917544065209942,1.4211555137926872,500000000.38735545,93118912.13816017,240942.57816497813,0.7712173232932995,797649.3913720804,408773.8920105827,2295160.348077149
caa,c,a,a,min,0.1,2040,-0.0,2.0498242748350274e-10,1040675781935.8928,,387.2668568890307,500000000.00023663,17226678.02788309,0.0,,1024689.2200925169,354803.05606446695,2081721.842296977
caa,c,a,a,max,0.1,2040,43.108839765065035,9.876166632520658,1053158888671.8276,-17.972547172988026,1.08254869343679,500000001.3541547,88304452.41918293,321167.7612929064,0.8097677422293286,817154.3544571336,448642.75846407976,2504459.569943673
caa,c,a,a,min,0.02,2045,4.8284887042872455,160.93352923415495,899293178098.8802,,80.28463348092068,613380148.8063403,56208382.483266935,36062.572489560946,0.7799011266179285,891902.5032430883,316595.9474122514,1795861.7054157048
caa,c,a,a,max,0.02,2045,18.804796495533765,162.4435640540906,904674523528.3413,-1147.0978983035673,76.8518728320712,512848592.86554044,101022383.77340119,180972.76717875415,0.614170543508637,762663.6714220693,343089.5949637776,2182419.432042267
caa,c,a,a,min,0.05,2045,2.420667968737078,80.68086504278776,907050244452.7489,,80.12322104404626,633292575.5815139,50372961.1187748,18290.101136480007,0.7709108319940763,915385.2317441066,327283.42279266275,1874108.2347365858
caa,c,a,a,max,0.05,2045,25.549284029882692,60.26429642555429,932663019742.868,-799.0214584305785,53.289497943690876,501897059.56695724,96346643.18287458,241361.67552395945,0.6306523005971816,748194.7519366276,400856.93086901505,2293724.7948385463
caa,c,a,a,min,0.1,2045,-0.0,1.8748872280951184e-16,931616728783.9395,,79.8047344023308,637664838.6767824,35876232.03677262,0.0,,975044.128043924,346750.3552900843,2079652.1411531551
caa,c,a,a,max,0.1,2045,32.68343962046481,0.3560674082592535,977570078759.3319,-131197.8863967637,7833.423187214473,500000061.7609862,85165078.13197652,321240.5057174116,0.6106018146093165,767521.259517824,440615.4247927722,2502482.8352046637
caa,c,a,a,min,0.02,2050,4.737727166858811,157.90844525163664,834973663481.3372,,80.0326125786001,678120835.7779446,62185943.0537503,36062.57248956094,0.7652412548383466,850350.4645575343,313369.3457899775,1805587.4940185351
caa,c,a,a,max,0.02,2050,14.841403050646658,376.49829516570003,842760796867.345,-337857.3646468431,25720.157168230053,545363851.1510271,88312279.01196814,155796.20782611068,0.5570959896894928,714550.2196032344,331523.6232961975,2160287.762041625
